listing_id,source,address,suburb,state,postcode,council_area,region,distance_to_cbd_km,lat,lon,property_type,bedrooms,bathrooms,car_spaces,toilets,land_size,building_area,year_built,has_pool,has_garage,sale_price,price_raw_aud,sale_date,sale_method,days_on_market,inspection_note,agent_name,agency_name,agent_phone,rba_cash_rate_pct,market_sentiment,market_context,suburb_median_price,auction_clearance_rate_pct,weekly_rent_aud,property_count_suburb
AU-004313,domain.com.au,17 Brown Parade,Camberwell,vic.,3124,Boroondara,Inner East,9.5,-37.585959,144.634842,house,1,3,0,4.0,0.1170 ha,407sqm,,0,N,"$1,311,000",1311000,Jan-22,,N/A,By appointment,Biggin & Scott,Biggin & Scott,03 9820 2686,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,1841000.0,,920.0,10172.0
AU-005454,domain.com.au,33 Brown Ave,Geelong,Victoria,3220,Greater Geelong,Regional VIC,75.0,-37.861921,,House,2.0,2 bath,0,,1337,,1934.0,,,Contact Agent,?,23 May 2022,passed in,28,,Fletchers,Fletchers,,0.35,Turning,RBA hikes 25bp to 0.35% — first hike in 11 years; clearance rates fall sharply,,,520.0,7249.0
AU-007950,realestate.com.au,107 Victoria Court,Parramatta,Nsw,2150,PARRAMATTA,Western Sydney,,-33.613164,,Residential House,4,1,1,1.0,,373.0,1942.0,,Yes,"$952,000",952000,11 March 2023,A,40,,First National,First National,02 5612 5681,3.6,Recovering,Prices tick up nationally; migration at record highs; rental crisis deepens,,,590.0,13026.0
AU-008183,domain.com.au,65 Victoria Pde,Ballarat,victoria,,City of Ballarat,Regional VIC,115.0,-37.982016,144.609028,unit,3,2,,3.0,417,,,False,,"$237,000",,05/04/23,AUC,32,,Jellis Craig,Jellis Craig,03 6370 2525,3.85,Recovering,Perth +3% in April; Brisbane strong; Melbourne lagging other capitals,394000.0,65.0,140.0,
AU-007150,Domain ,148 Railway Place,Preston,Vic,3072,,Northern Metropolitan,9.0,-38.402754,144.998989,TownHouse,1.0,2,1,2.0,,,1941.0,no,Yes,386000,386000,01/12/22,PS,41,,LJ Hooker,LJ Hooker,03 7042 5655,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,731000.0,52.0,,1003.0
AU-002318,realestate.com.au,138 Victoria Pl,Preston,vic,3072,Darebin,Northern Metropolitan,9.0,-38.270556,,house,4,,0,1.0,570,282.0,1967.0,N,no,"$782,000",782000,2021/07/22,Auction,26,Virtual inspection only,Noel Jones,Noel Jones,03 8710 3041,0.1,Mixed,,850000.0,60.0,,6590.0
AU-008784,Domain,30 Smith Street,Officer,V.I.C,3809,Cardinia,Eastern Metropolitan,50.0,-38.329967,145.22625,u,2,--,3,3.0,673,,1066.0,False,Y,"$338,000",338000,"Jun 06, 2023",S,38,Inspect Sat/Sun,First National,First National,03 4491 9609,4.1,Resilient,Surprise RBA hike to 4.10%; prices still rising on supply shortage,537000.0,64.0,190.0,11985.0
AU-008987,realestate.com.au,56 Brown Court,Richmond,vic,3121,Yarra,,3.0,,144.787978,h,1,2,0 car,3.0,1332,275.0,2009.0,no,,"$1,161,000",1161000,20 June 2023,S,N/A,,KAY & BURTON,Kay & Burton,03 5647 8330,4.1,Resilient,Surprise RBA hike to 4.10%; prices still rising on supply shortage,1290000.0,64.0,1040.0,5336.0
AU-005267,Domain,25 Station Ct,Sunshine,victoria,3020,Brimbank,Western Metropolitan,12.5,-38.307491,145.021777,UNIT ,6,1,3,1.0,750.0,118.0,2014.0,no,true,"$537,000",537000,11 Apr 2022,Auction,43,By appointment,First National,First National,03 6028 1890,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,683000.0,62.0,440.0,8942.0
AU-007107,REA,139 High Ave,Frankston,vic.,3199,Frankston,Southern Metropolitan,40.0,-37.631595,145.180512,Residential House,4,3,2,3.0,1161,,1912.0,,yes,"$494,000",494000,26/12/2022,EOI,42,Open Saturday,Fletchers,Fletchers,03 4606 1668,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,543000.0,52.0,290.0,5540.0
AU-003142,realestate.com.au,31 Smith Pl,Geelong,victoria,3220,Greater Geelong,Regional VIC,75.0,-37.638463,,Hse,1,1,2,1.0,207m2,493.0,1967.0,false,True,"$26,983.85121106817",26983.85121106817,2021-10-10,Private Sale,30,First open after lockdown,Noel Jones,Noel Jones,03 9570 8545,0.1,Strong,,688000.0,,20.0,11695.0
AU-009400,REA,131 Railway Court,PARRAMATTA,N.S.W,2150,,Western Sydney,23.0,,150.955922,unit,4,1 bath,1,1.0,1301.0 sqm,194.0,1934.0,N,Y,"$587,000",,Aug-23,A,25,,Nelson Alexander,Nelson Alexander,02 1530 4950,4.1,Resilient,,861000.0,64.2,380.0,7251.0
AU-008646,Agent Website,142 Jones Avenue,manly,nsw.,2095,Northern Beaches,Inner Sydney,17.0,-33.885439,150.710093,UNIT,6,,1 car,3.0,1631m2,472.0,,False,yes,"$2,346,000",2346000,May-23,PI,37,Open Saturday,Stockdale & Leggo,Stockdale & Leggo,02 4634 8112,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,2862000.0,77.0,,4391.0
AU-000884,REA,55 Victoria Rd,Toorak,vic,3142,Stonnington,Inner East,6.0,,144.661672,House,2,,3,,1142,222.0,1919.0,No,Yes,"$3,986,000",3986000,23/03/2021,S,10,,Buxton,Buxton,03 5980 7702,0.1,FOMO,Strongest monthly growth in 32 years; buyers waiving conditions,3434000.0,76.0,3070.0,13811.0
AU-007615,domain.com.au,140 Main Ct,Werribee,V.I.C,3030,Wyndham,Western Metropolitan,30.0,-38.120536,144.690495,semi,3,,1 car,1.0,1623,,,false,Y,$0.33M,327000,2023/02/28,Private Treaty,51,By appointment,Stockdale & Leggo,Stockdale & Leggo,03 9393 7908,3.35,Stabilising,RBA hikes 25bp; but prices begin recovering against expectations,475000.0,58.0,,14680.0
AU-004309,REA,77 Railway Street,ST KILDA,victoria,3182,Port Phillip,Inner South,5.5,-38.446504,144.735104,HOUSE,3,1,2,1.0,,83.0,1910.0,no,yes,"$1,141,000",1141000,"Jan 30, 2022",auction,31,,Hocking Stuart,Hocking Stuart,03 6730 9073,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,1069000.0,,,11621.0
AU-004269,Agent Website,126 Railway Parade,Craigieburn,Victoria,3064,Hume,Northern Metropolitan,26.0,-38.114833,145.366156,h,2,1,0,1.0,470,96.0,1989.0,N,No,"$866,000",866000,28 January 2022,PS,,By appointment,,Marshall White,03 4745 4207,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,630000.0,,,8788.0
AU-004015,Domain ,28 Jones Cres,EPPING,victoria,3076,Whittlesea,Northern Metropolitan,22.0,-37.560686,,house ,5,2,2,,1760,123sqm,1964.0,,Y,"$849,000",849000,02/12/2021,AUC,,Open Saturday,Century 21,century 21,03 2273 7109,0.1,Strong,Year closes near peak; Omicron emerges but market shrugs it off,690000.0,74.0,,2940.0
AU-001188,Domain ,6 Railway Drive,Richmond,Vic,3121,Yarra,Inner Melbourne,3.0,-38.219437,145.33518,Unit/Duplex,2,1,0,1.0,492,,1906.0,N,False,702000,unknown,Apr-21,auction,24,,Hocking Stuart,Hocking Stuart,03 4674 9707,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,1372000.0,77.0,,11586.0
AU-005092,Domain,103 Oak Place,Toorak,vic.,3142,Stonnington,,6.0,,,House,5,1,3,2.0,587.0,276.0,1936.0,N,,"$3,756,000", ,10 Apr 2022,Private Treaty,,Inspect Sat/Sun,Woodards,Woodards,03 2697 7493,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,3706000.0,,2980.0,
AU-007278,REA,34 Jones Court,Chatswood,nsw,2067,Willoughby,Inner Sydney,10.0,,150.509329,house ,3,1,3,2.0,1824m2,465.0,1923.0,N,True,"$1,781,000",1781000,14/12/22,,,,Biggin & Scott,Biggin & Scott,02 9503 7718,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,1976000.0,54.4,1150.0,11196.0
AU-007742,realestate.com.au,103 Brown Ct,Craigieburn,V.I.C,3064,Hume,Northern Metropolitan,26.0,-38.462152,145.213323,Unit/Duplex,2 bed,,3,2.0,1497m2,230.0,1956.0,No,True,"$230,000",230000,23 February 2023,PS,40,,First National,First National,03 8746 1102,3.35,Stabilising,RBA hikes 25bp; but prices begin recovering against expectations,525000.0,58.0,,
AU-007192,Agent Website,22 Railway Road,Manly,N.S.W,2095,,Inner Sydney,17.0,-33.937089,150.716539,House,6,1,2,2.0,0.064ha,175.0,,no,Yes,"$3,500,000",3500000,2022/12/30,S,,By appointment,Jellis Craig,,02 6817 7532,3.1,Cautious,,2766000.0,62.7,2110.0,
AU-006109,Agent Website,,,victoria,3134,Maroondah,Eastern Metropolitan,24.0,-38.459236,,VILLA,6 BR,1,0,2.0,1474m2,464.0,1985.0,,N,"$708,000.00",708000,27/08/2022,A,,,,PRD,03 5655 5099,1.85,Distressed,RBA hikes 50bp to 1.85%; borrowing capacity down 25%; forced sales rising,812000.0,44.0,610.0,
AU-006373,REA,54 Smith Pde,Liverpool,Nsw,2170,Liverpool,Western Sydney,30.0,-33.887069,150.730013,HOUSE,05,1,1,1.0,537.0 sqm,,1927.0,True,yes,"$804,000",804000,06/09/22,PS,39,,Buxton,Buxton,02 9267 7694,2.35,Distressed,RBA hikes 50bp to 2.35%; affordability at historic lows; sentiment very negative,700000.0,,610.0,10516.0
AU-003138,domain.com.au,46 Park Dr,Pakenham,Victoria,3810,Cardinia,Eastern Metropolitan,55.0,-38.429717,144.592494,flat,4,,2,2.0,1632.0,,1966.0,false,1,"$345,000",NA,"Oct 17, 2021",S,27,First open after lockdown,Barry Plant,Barry Plant,03 5310 7415,0.1,Strong,Melbourne 262-day lockdown ends; explosive post-lockdown release; record auctions,,72.0,,9575.0
AU-009256,Domain ,87 High Avenue,Parramatta,NSW,2150,PARRAMATTA,Western Sydney,23.0,,151.079107,VILLA,6,2 bath,1,,1381.0,400.0,,Y,1,"$683,000", ,2023-07-07,eoi,52,,First National,First National,02 8620 8634,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,854000.0,70.9,,4898.0
AU-006519,Agent Website,7 Jones Ct,Epping,VIC,3112,Whittlesea,Northern Metropolitan,22.0,-38.120024,,semi,6,2,3 car,3.0,,,1980.0,false,Y,"$671,000",671000,03 Sep 2022,private sale,unknown,By appointment,Stockdale & Leggo,Stockdale & Leggo,03 3063 2035,2.35,Distressed,RBA hikes 50bp to 2.35%; affordability at historic lows; sentiment very negative,,43.0,400.0,14527.0
AU-010172,Agent Website,173 Brown Pl,HAWTHORN,VIC,3122,Boroondara,Inner East,6.5 km,-37.790082,144.689979,Unit/Duplex,1 BR,3,2 car,3.0,,297.0,,0,,"$852,000",852000,2023-10-15,Private Treaty,-,Inspect Sat/Sun,,fletchers,03 2274 2662,4.1,Steady,Market holding; listing volumes rising in Sydney/Melbourne,1694000.0,63.0,,13966.0
AU-004983,Agent Website,45 Queen Court,Whittlesea,V.I.C,3076,Epping ,Northern Metropolitan,22.0,-37.926224,145.375892,Unit,6,1,n/a,2.0,1617,,,0,,"$459,000",,"Mar 13, 2022",Private Sale,46,Inspect Sat/Sun,First National,First National,03 2293 6592,0.1,Cautious,Ukraine war drives global inflation; RBA under pressure; Sydney falls 0.2%,680000.0,66.0,260.0,4584.0
AU-008898,domain.com.au,194 Main Ct,Sunshine Coast,QLD.,04557,Sunshine Coast,,100.0,-33.9708,,HOUSE,6,1,2 car,1.0,1800.0,,1941.0,False,True,"$714,000",,2023-06-04,S,25,Inspect Sat/Sun,McGrath,McGrath,02 5749 4855,4.1,Resilient,Surprise RBA hike to 4.10%; prices still rising on supply shortage,743000.0,77.5,,
AU-002105, REA,170 Railway Street,Toorak,V.I.C,3142,,Inner East,6.0,-37.907423,144.817153,Residential House,1,3,1,3.0,400,238.0,1927.0,False,,"$3,975,000",N/A,07-06-2021,AUC,TBC,By appointment,Kay & Burton,Kay & Burton,,0.1,Strong,Victoria snap lockdown (June); clearance dips briefly; national momentum holds,,,3440.0,8463.0
AU-009363,REA,3 King Avenue,liverpool,nsw.,2170,Liverpool,Western Sydney,30.0,,150.990939,Duplex,6,1 bath,1 car,2.0,1261.0,,1912.0,no,Yes,"$747,000",,11-07-2023,auction,41,By appointment,,Jellis Craig,02 5168 4096,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,709000.0,68.3,,3784.0
AU-005189,TBC,161 King Ave,Camberwell,vic.,3124,Boroondara,,9.5,-37.856187,,House,1,1,2,2.0,411.0,,1952.0,true,Yes,Contact Agent,1976000,n/a,Private Treaty,--,By appointment,Century 21,Century 21,?,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,1795000.0,62.0,1530.0,13801.0
AU-003386,Agent Website,62 Queen Court,Sunshine Coast,Qld,4557,Sunshine Coast,Sunshine Coast,100.0,-33.517164,,land,unknown,0,2,0.0,48452,,,,true,$198k,N/A,20 November 2021,S,,By appointment,Jellis Craig,Jellis Craig,02 7776 5472,0.1,FOMO,"Melbourne median hits record $1,094k; Sydney above $1.3M; national +24.5% YoY",853000.0,85.7,,
AU-005936,REA,44 Church Drive,werribee,V.I.C,3030,Wyndham,Western Metropolitan,30.0,-38.460154,145.39975,h,,1,3,1.0,0.1833 ha,312.0,2001.0,,True,"$319,000",319000,Jul-22,PS,47,,LJ Hooker,LJ Hooker,03 6744 6847,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,519000.0,46.0,250.0,6334.0
AU-006602,domain.com.au,7 Church Pl,SUNSHINE,V.I.C,3020,Brimbank,Western Metropolitan,12.5,,144.987252,Hse,1,-,1,2.0,379.0,,1946.0,,true,"$542,000",542000,11 Oct 2022,,43,,Buxton,Buxton,,2.6,Weak,RBA slows to 25bp hikes; prices still falling but pace eases,597000.0,44.0,,12667.0
AU-009106,Agent Website,149 High Road,Toorak,vic.,3142,Stonnington,Inner East,6.0,-37.779253,145.2035,HOUSE,2,2,3,,621,188.0,1917.0,True,True,"$3,383,000",3383000,31/07/23,Private Sale,,,NOEL JONES,noel jones,03 2832 2685,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,3334000.0,65.0,2450.0,790.0
AU-008505,Agent Website,5 Brown St,Pakenham,vic.,3810,Cardinia,,55.0,,144.842335,Town House,3 BR,2,3,2.0,1612.0,164.0,1952.0,no,yes,$341k,341000,28-05-2023,eoi,22,Inspect Sat/Sun,Raine & Horne,Raine & Horne,03 6973 8781,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,,66.0,,7021.0
AU-005022,Domain,164 Queen Pl,PAKENHAM,V.I.C,3810,Cardinia,Eastern Metropolitan,55.0,,144.990005,TOWNHOUSE,2.0,1,2,1.0,941 square metres,,1908.0,no,Yes,"$430,000",430000,2022-04-11,PS,39,,Biggin & Scott,Biggin & Scott,,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,614000.0,62.0,380.0,1278.0
AU-007267,Agent Website,112 Oak Parade,Ipswich,QLD.,4305,Ipswich,South-East QLD,40.0,-33.756121,151.488745,Villa Unit,3,1,1 car,1.0,970,,2008.0,no,1,"$217,000",,2022-12-25,Passed In,49,By appointment,Woodards,Woodards,02 1527 3829,3.1,Cautious,,,55.9,160.0,6705.0
AU-001133,Agent Website,171 Main Ave,PENRITH,N.S.W,2750,Penrith,,52.0,,151.327013,unit duplex,4.0,3,2,,541m2,261.0,,true,,"$359,000",359000,2021-04-05,S,39,,Hocking Stuart,Hocking Stuart,02 5473 5240,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,747000.0,,210.0,5711.0
AU-008091,REA,80 Brown Rd,paddington,Q'land,4064,Brisbane,Brisbane Inner,3.5,-33.800279,,HOUSE,2,2 bath,0,2.0,,415.0,1943.0,No,False,"$886,000",886000,15/03/2023,Private Sale,,By appointment,Noel Jones,Noel Jones,02 3182 7697,3.6,Recovering,Prices tick up nationally; migration at record highs; rental crisis deepens,888000.0,65.3,,11993.0
AU-005858, REA,64 High Parade,Northcote,victoria,3070,Darebin,Northern Metropolitan,6.5,-37.833495,,Flat,02,1,1,1.0,,,,false,yes,"$383,000",383000,16/07/22,AUC,,Open Saturday,RT Edgar,RT Edgar,03 6977 6328,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,941000.0,46.0,,12625.0
AU-002868,Domain ,199 Smith Avenue,Chatswood,nsw,2417,Willoughby,Inner Sydney,10.0,-33.829302,151.368001,house ,five,1,1,1.0,1181.0,,,No,,$3.40M,3396000,2021-09-08,,29,Inspect Sat/Sun,Stockdale & Leggo,Stockdale & Leggo,02 1600 7882,0.1,Recovering,NSW roadmap out of lockdown announced; confidence begins recovering,2324000.0,74.1,,
AU-002862,Domain ,51 Jones Cres,Toorak,V.I.C,3142,Stonnington,Inner East,6.0,-38.352538,,Flat,6,1,1,1.0,311.0 sqm,437.0,,False,Y,"$2,608,000",2608000,2021-09-21,Private Treaty,48,Online auction,McGrath,,03 1253 2412,0.1,Recovering,NSW roadmap out of lockdown announced; confidence begins recovering,3718000.0,,,6642.0
AU-010452,domain.com.au,89 Oak Cres, Liverpool,NSW,2170,Liverpool,Western Sydney,30.0,-33.590439,,villa,2,2,2,2.0,1645 square metres,,1903.0,False,Yes,"$412,000",412000,2023-11-17,A,44,Open Saturday,CENTURY 21,Century 21,02 8215 6424,4.35,Cautious,RBA final hike to 4.35%; clearance dips on rate shock; sentiment softens,718000.0,,260.0,14354.0
AU-005460,Agent Website,6 Station Parade,ringwood,victoria,3134,Maroondah,Eastern Metropolitan,24.0,-37.63788,144.648278,House/Cottage,4,,1,2.0,1107,364.0,,no,Y,"$852,000",852000,07 May 2022,S,34,Open Saturday,Ray White,Ray White,03 4077 6333,0.35,Turning,RBA hikes 25bp to 0.35% — first hike in 11 years; clearance rates fall sharply,,,560.0,2997.0
AU-001429,Domain,61 Church Pde,Geelong,vic.,3220,Greater Geelong,Regional VIC,75.0,-38.304761,144.699779,semi,5,1 bath,0,1.0,327,,2000.0,yes,No,"$496,000",496000,2021/04/12,PS,33,,Raine & Horne,raine & horne,03 7419 3850,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,673000.0,77.0,,10478.0
AU-010396,realestate.com.au,193 Main Cres,RICHMOND,vic,3121,Yarra,Inner Melbourne,3.0,,144.619944,Flat,4,None,0,1.0,514,,1977.0,0,False,"$751,000.00",751000,Nov-23,S,-,,Woodards,Woodards,03 6186 9684,4.35,Cautious,RBA final hike to 4.35%; clearance dips on rate shock; sentiment softens,,62.0,,11015.0
AU-003341,Domain ,143 Station Place,GLEN WAVERLEY,Vic,3150,Monash,Eastern Metropolitan,22.0,-37.693427,144.962223,Residential House,4,1,2,1.0,527.0,375.0,1990.0,No,True,"$1,471,000",1471000,14/10/21,Tender,40,High demand – multiple offers,,Century 21,03 7564 2663,0.1,Strong,Melbourne 262-day lockdown ends; explosive post-lockdown release; record auctions,1128000.0,72.0,,3406.0
AU-004762,realestate.com.au,102 Queen Road,Prahran,vic.,3181,Stonnington,Inner South,4.5,-38.273847,,u,6,,1,2.0,0.0923 ha,105.0,2019.0,No,yes,"$827,000",,,EOI,26,,,Raine & Horne,,0.1,Cautious,Ukraine war drives global inflation; RBA under pressure; Sydney falls 0.2%,1231000.0,,520.0,
AU-003566,Domain ,3 Station Court,Brighton,,3186,Bayside,Southern Metropolitan,12.0,-38.357874,144.641017,UNIT ,1,1,0,1.0,,465.0,1973.0,No,false,"$1,142,000",1142000,02 Nov 2021,AUC,31,,LJ Hooker,LJ Hooker,03 9270 2116,0.1,FOMO,"Melbourne median hits record $1,094k; Sydney above $1.3M; national +24.5% YoY",,76.0,,
AU-009098,Agent Website,2 Brown Rd,Werribee,VIC,3030,Wyndham,Western Metropolitan,30.0,,144.786826,Residential House,3,2,1,2.0,1887,324.0,1986.0,True,yes,$345k,,06/07/2023,Private Sale,40,,Barry Plant,Barry Plant,,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,500000.0,,290.0,2904.0
AU-010447,realestate.com.au,186 Park Street,CHATSWOOD,New South Wales,2067,Willoughby,Inner Sydney,10.0,-33.960461,151.342269,HOUSE,2,1,0,1.0,825,,,True,False,"$2,663,000",2663000,2023-11-03,auction,N/A,,Marshall White,Marshall White,02 4486 8043,4.35,Cautious,,2112000.0,,,8819.0
AU-000058,Agent Website,12 Jones Drive,Toowoomba,QLD,4350,Toowoomba,Regional QLD,130.0 km,,,Townhouse,2,,3,1.0,0.1044 ha,,1983.0,N,1,Contact Agent,215000,Jan-21,Private Treaty,32,Open Saturday,Nelson Alexander,Nelson Alexander,02 6594 2047,0.1,Confident,Pandemic boom begins; ultra-low rates; FOMO sets in; supply tight,431000.0,73.1,170.0,7594.0
AU-006738, REA,3 Smith Drive,Prahran,Vic,3181,Stonnington,Inner South,4.5,,,house ,?,1,3,,1240.0,175sqm,1946.0,False,true,817000,817000,2022/10/26,A,46,Open Saturday,Fletchers,fletchers,03 3785 2238,2.6,Weak,,1063000.0,44.0,,
AU-001149,Domain ,111 King Rd,PARRAMATTA,New South Wales,2150,Parramatta,Western Sydney,23.0,,150.688927,t,6,1,1,,136,350.0,,,True,"$859,000",859000,18 April 2021,S,41,,Kay & Burton,Kay & Burton,02 1445 7711,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,900000.0,85.7,,4726.0
AU-009213,REA,78 King Rd,Camberwell,VIC,3124,BOROONDARA,Inner East,9.5,,145.244251,house ,n/a,,2,1.0,1620m2,,,,true,"$1,454,000",1454000,31 Jul 2023,Auction,35,,Ray White,Ray White,03 9776 2331,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,1615000.0,65.0,1220.0,
AU-002172,Agent Website,67 Jones Avenue,RICHMOND,vic.,3121,Yarra,Inner Melbourne,,,144.605833,TownHouse,4,3,unknown,3.0,1416,254.0,,true,yes,$772k,772000,2021/07/14,private sale,46,Virtual inspection only,First National,First National,03 7672 5158,0.1,Mixed,Melbourne lockdown #5; Sydney Delta lockdown begins; auction volumes drop,1435000.0,,480.0,13486.0
AU-005822, REA,152 Main Court,Camberwell,vic,3124,Boroondara,Inner East,9.5,,,Unit/Duplex,1,,2,1.0,1076.0 sqm,,2017.0,false,,"$877,000",877000,Jul-22,Auction,44,Inspect Sat/Sun,Ray White,Ray White,03 7187 3384,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,1677000.0,46.0,710.0,8618.0
AU-009532,Domain ,113 King Road,Hawthorn,Vic,3122,,Inner East,6.5,-38.474245,,UNIT,five,1,1,2.0,0.0245 ha,119.0,,,Yes,"$1,067,000",1067000,2023-08-31,S,37,,Ray White,Ray White,03 2982 6589,4.1,Resilient,Affordability stress growing; first-home buyers retreating,1680000.0,65.0,,9479.0
AU-009520, REA,34 Railway Ct,Parramatta,nsw,2150,Parramatta,Western Sydney,23.0,-33.704966,151.258028,h,,2,NA,3.0,726,191.0,1905.0,No,true,1079000,1079000,"Aug 06, 2023",passed in,29,Inspect Sat/Sun,LJ Hooker,LJ Hooker,02 2855 3090,4.1,Resilient,Affordability stress growing; first-home buyers retreating,861000.0,76.3,,
AU-009971,REA,28 Main Drive,Ballarat,vic.,3350,City of Ballarat,Regional VIC,115.0,-38.01776,144.766685,Villa,5,1,0,1.0,1700,357.0,,,N,Contact Agent,382000,20/09/23,Private Sale,,,Biggin & Scott,Biggin & Scott,03 4595 3234,4.1,Resilient,Labor announces Help to Buy scheme; overseas migration at record 500k,412000.0,64.0,270.0,14936.0
AU-000305,Domain,68 Railway Cres,camberwell,victoria,3124,Boroondara,Inner East,9.5,-38.447197,144.979602,villa,5,3,3,3.0,651,91sqm,,,True,"$1,068,000",1068000,2021-01-02,private sale,31,Open Saturday,Noel Jones,Noel Jones,03 8544 4967,0.1,Confident,,1589000.0,,790.0,2445.0
AU-009339,Agent Website,160 Church St,frankston,V.I.C,3199,,,40.0,-38.134292,144.998136,unit,1,,1,3.0,379 square metres,197.0,1966.0,,Yes,"$250,000",250000,,S,43,,Noel Jones,Noel Jones,03 9206 6419,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,573000.0,65.0,,
AU-003673,domain.com.au,6 Railway Place, Gold Coast,Qld,4217,Gold Coast,Gold Coast,80.0 km,,151.306266,Apartment,1,unknown,2,,156,280.0,1948.0,,1,"$412,000",412000,19 November 2021,Private Sale,42,,WOODARDS,Woodards,02 2993 9664,0.1,FOMO,"Melbourne median hits record $1,094k; Sydney above $1.3M; national +24.5% YoY",889000.0,89.8,,13344.0
